id,symbol,name,current_price,24h_change_%,7d_change_%,type
hash-2,hash,Provenance Blockchain,0.03547882,7.173500295875934,-12.688221824386595,gainer_24h
mantle,mnt,Mantle,2.13,4.839918081411239,21.671117304787195,gainer_24h
zcash,zec,Zcash,163.39,3.385690802694209,147.37067895343245,gainer_24h
wbnb,wbnb,Wrapped BNB,1210.98,3.1867021680729164,20.054544774482235,gainer_24h
binancecoin,bnb,BNB,1209.63,3.058526760934928,19.91721864864758,gainer_24h
plasma,xpl,Plasma,0.88566,1.4081187581029768,-32.967716169316134,gainer_24h
bitget-token,bgb,Bitget Token,5.58,1.2629698750918672,7.127662215583095,gainer_24h
memecore,m,MemeCore,2.06,0.6848894741523616,-11.74138748253615,gainer_24h
kucoin-shares,kcs,KuCoin,16.08,0.4376147602292182,5.609821943910744,gainer_24h
aster-2,aster,Aster,2.06,0.26069124653097314,5.4400899110472665,gainer_24h
pudgy-penguins,pengu,Pudgy Penguins,0.03109661,-8.32651027039672,10.015914176650783,loser_24h
pump-fun,pump,Pump.fun,0.00642812,-8.28602569095583,11.923729910090387,loser_24h
ethena,ena,Ethena,0.57516,-8.21128549346831,-0.8014413259767801,loser_24h
near,near,NEAR Protocol,2.95,-6.270976206253233,7.209312606220634,loser_24h
monero,xmr,Monero,319.04,-6.134836553626995,10.749673640428528,loser_24h
bonk,bonk,Bonk,1.995e-05,-5.210010997611351,4.630106356761197,loser_24h
fetch-ai,fet,Artificial Superintelligence Alliance,0.580639,-4.932718040192214,1.892557660586226,loser_24h
kinetic-staked-hype,khype,Kinetiq Staked HYPE,49.0,-4.192610113630278,2.418081757686407,loser_24h
hyperliquid,hype,Hyperliquid,48.8,-4.136134162356237,2.1666231221557095,loser_24h
worldcoin-wld,wld,Worldcoin,1.26,-4.00731878786482,-4.300197566011125,loser_24h
zcash,zec,Zcash,163.39,3.385690802694209,147.37067895343245,gainer_7d
aptos,apt,Aptos,5.34,-2.4464768881100367,25.61652619725983,gainer_7d
mantle,mnt,Mantle,2.13,4.839918081411239,21.671117304787195,gainer_7d
wbnb,wbnb,Wrapped BNB,1210.98,3.1867021680729164,20.054544774482235,gainer_7d
binancecoin,bnb,BNB,1209.63,3.058526760934928,19.91721864864758,gainer_7d
okb,okb,OKB,227.5,0.23881358318936702,18.398574740104014,gainer_7d
litecoin,ltc,Litecoin,120.2,-1.4780743257673596,13.520057374449218,gainer_7d
jito-staked-sol,jitosol,Jito Staked SOL,288.69,-0.6410948981424149,12.473213295357981,gainer_7d
pump-fun,pump,Pump.fun,0.00642812,-8.28602569095583,11.923729910090387,gainer_7d
binance-staked-sol,bnsol,Binance Staked SOL,251.69,-0.6372599406608399,11.900033926740026,gainer_7d
plasma,xpl,Plasma,0.88566,1.4081187581029768,-32.967716169316134,loser_7d
hash-2,hash,Provenance Blockchain,0.03547882,7.173500295875934,-12.688221824386595,loser_7d
memecore,m,MemeCore,2.06,0.6848894741523616,-11.74138748253615,loser_7d
world-liberty-financial,wlfi,World Liberty Financial,0.199625,-1.6286151459785447,-7.232551717445956,loser_7d
flare-networks,flr,Flare,0.02424448,-1.7255312692770122,-5.696548793439716,loser_7d
worldcoin-wld,wld,Worldcoin,1.26,-4.00731878786482,-4.300197566011125,loser_7d
pi-network,pi,Pi Network,0.260713,-0.7154059241070979,-1.7592566545122756,loser_7d
story-2,ip,Story,9.53,-2.7619552352020333,-1.404451747842817,loser_7d
ethena,ena,Ethena,0.57516,-8.21128549346831,-0.8014413259767801,loser_7d
susds,susds,sUSDS,1.067,-0.234950459734506,-0.1583330678557483,loser_7d
